window_size,hash,ham_distance,similarity,error,blast_output,bitscore,eValue
3,Boost,30,53.125,29.175000,23.95,54.3,0.0001
3,Boost,27,57.8125,31.022500,26.79,53.1,0.0001
3,Boost,26,59.375,31.855000,27.52,54.3,0.0001
3,Boost,23,64.0625,25.392500,38.67,52,0.0001
3,Boost,29,54.6875,29.687500,25,54.3,0.0001
3,Boost,29,54.6875,29.687500,25,54.3,0.0001
3,Boost,29,54.6875,27.697500,26.99,54.3,0.0001
3,Boost,27,57.8125,30.652500,27.16,54.3,0.0001
3,Boost,27,57.8125,26.752500,31.06,54.3,0.0001
3,Boost,25,60.9375,31.277500,29.66,54.3,0.0001
3,Boost,24,62.5,37.040000,25.46,54.3,0.0001
3,Boost,24,62.5,37.040000,25.46,54.3,0.0001
3,Boost,32,50.0,14.710000,35.29,54.3,0.0001
3,Boost,22,65.625,38.595000,27.03,54.3,0.0001
3,Boost,32,50.0,26.300000,23.7,54.3,0.0001
3,Boost,25,60.9375,36.177500,24.76,54.3,0.0001
3,Boost,30,53.125,30.435000,22.69,54.3,0.0001
3,Boost,31,51.5625,29.312500,22.25,54.3,0.0001
3,Boost,33,48.4375,17.057500,31.38,54.3,0.0001
3,Boost,32,50.0,22.360000,27.64,54.3,0.0001
3,Boost,32,50.0,26.740000,23.26,54.3,0.0001
3,Boost,27,57.8125,31.922500,25.89,54.3,0.0001
3,Boost,29,54.6875,26.947500,27.74,54.3,0.0001
3,Boost,31,51.5625,25.182500,26.38,54.3,0.0001
3,Boost,28,56.25,32.610000,23.64,54.3,0.0001
3,Boost,27,57.8125,21.912500,35.9,51.6,0.0001
3,Boost,28,56.25,31.250000,25,54.3,0.0001
3,Boost,28,56.25,21.770000,34.48,54.3,0.0001
3,Boost,34,46.875,17.945000,28.93,54.3,0.0001
3,Boost,34,46.875,17.945000,28.93,54.3,0.0001
3,Boost,33,48.4375,19.127500,29.31,54.3,0.0001
3,Boost,30,53.125,27.455000,25.67,53.1,0.0001
3,Boost,29,54.6875,27.527500,27.16,54.3,0.0001
3,Boost,25,60.9375,32.827500,28.11,54.3,0.0001
3,Boost,31,51.5625,29.432500,22.13,54.3,0.0001
3,Boost,26,59.375,33.975000,25.4,54.3,0.0001
3,Boost,31,51.5625,25.242500,26.32,54.3,0.0001
3,Boost,25,60.9375,33.447500,27.49,54.3,0.0001
3,Boost,31,51.5625,24.382500,27.18,54.3,0.0001
3,Boost,23,64.0625,38.442500,25.62,54.3,0.0001
3,Boost,30,53.125,23.455000,29.67,54.3,0.0001
3,Boost,30,53.125,23.455000,29.67,54.3,0.0001
3,Boost,30,53.125,23.455000,29.67,54.3,0.0001
3,Boost,32,50.0,21.960000,28.04,54.3,0.0001
3,Boost,29,54.6875,28.307500,26.38,54.3,0.0001
3,Boost,22,65.625,41.195000,24.43,54.3,0.0001
3,Boost,26,59.375,32.105000,27.27,54.3,0.0001
3,Boost,30,53.125,27.595000,25.53,54.3,0.0001
3,Boost,32,50.0,21.430000,28.57,52,0.0001
3,Boost,26,59.375,35.235000,24.14,54.3,0.0001
3,Boost,26,59.375,33.225000,26.15,54.3,0.0001
3,Boost,33,48.4375,21.607500,26.83,54.3,0.0001
3,Boost,33,48.4375,21.607500,26.83,54.3,0.0001
3,Boost,29,54.6875,27.627500,27.06,54.3,0.0001
3,Boost,29,54.6875,27.627500,27.06,54.3,0.0001
3,Boost,22,65.625,35.345000,30.28,54.3,0.0001
3,Boost,25,60.9375,36.347500,24.59,54.3,0.0001
3,Boost,29,54.6875,27.947500,26.74,52.8,0.0001
3,Boost,36,43.75,21.890000,21.86,54.3,0.0001
3,Boost,24,62.5,34.760000,27.74,54.7,0.0001
3,Boost,25,60.9375,37.427500,23.51,54.3,0.0001
3,Boost,30,53.125,25.795000,27.33,53.5,0.0001
3,Boost,28,56.25,31.490000,24.76,54.3,0.0001
3,Boost,23,64.0625,38.882500,25.18,54.3,0.0001
3,Boost,31,51.5625,20.912500,30.65,54.3,0.0001
3,Boost,33,48.4375,21.437500,27,54.3,0.0001
3,Boost,33,48.4375,21.437500,27,54.3,0.0001
3,Boost,27,57.8125,36.002500,21.81,54.3,0.0001
3,Boost,30,53.125,30.505000,22.62,54.3,0.0001
3,Boost,27,57.8125,33.522500,24.29,54.3,0.0001
3,Boost,28,56.25,30.570000,25.68,53.5,0.0001
3,Boost,24,62.5,36.550000,25.95,54.3,0.0001
3,Boost,27,57.8125,26.792500,31.02,54.3,0.0001
3,Boost,22,65.625,37.625000,28,54.3,0.0001
3,Boost,22,65.625,37.625000,28,54.3,0.0001
3,Boost,30,53.125,28.995000,24.13,53.9,0.0001
3,Boost,25,60.9375,32.007500,28.93,54.3,0.0001
3,Boost,26,59.375,30.525000,28.85,54.3,0.0001
3,Boost,32,50.0,21.650000,28.35,54.3,0.0001
3,Boost,31,51.5625,24.672500,26.89,54.3,0.0001
3,Boost,32,50.0,23.550000,26.45,53.5,0.0001
3,Boost,26,59.375,27.025000,32.35,54.3,0.0001
3,Boost,28,56.25,25.040000,31.21,54.3,0.0001
3,Boost,29,54.6875,20.837500,33.85,54.3,0.0001
3,Boost,32,50.0,23.020000,26.98,54.3,0.0001
3,Boost,28,56.25,30.180000,26.07,54.3,0.0001
3,Boost,25,60.9375,31.197500,29.74,54.3,0.0001
3,Boost,29,54.6875,27.797500,26.89,54.3,0.0001
3,Boost,29,54.6875,27.797500,26.89,54.3,0.0001
3,Boost,30,53.125,29.335000,23.79,54.7,0.0001
3,Boost,30,53.125,25.965000,27.16,54.3,0.0001
3,Boost,24,62.5,38.340000,24.16,54.3,0.0001
3,Boost,26,59.375,32.365000,27.01,54.3,0.0001
3,Boost,26,59.375,32.365000,27.01,54.3,0.0001
3,Boost,24,62.5,35.170000,27.33,54.3,0.0001
3,Boost,29,54.6875,28.167500,26.52,54.3,0.0001
3,Boost,29,54.6875,30.227500,24.46,54.3,0.0001
3,Boost,24,62.5,32.840000,29.66,54.3,0.0001
3,Boost,24,62.5,32.840000,29.66,54.3,0.0001
3,Boost,21,67.1875,40.377500,26.81,54.3,0.0001
3,Boost,33,48.4375,15.827500,32.61,54.3,0.0001
3,Boost,29,54.6875,28.927500,25.76,53.9,0.0001
3,Boost,29,54.6875,27.817500,26.87,54.3,0.0001
3,Boost,26,59.375,35.165000,24.21,54.3,0.0001
3,Boost,32,50.0,26.640000,23.36,54.3,0.0001
3,Boost,29,54.6875,24.117500,30.57,54.3,0.0001
3,Boost,29,54.6875,24.117500,30.57,54.3,0.0001
3,Boost,24,62.5,30.360000,32.14,53.9,0.0001
3,Boost,25,60.9375,32.907500,28.03,53.5,0.0001
3,Boost,31,51.5625,26.832500,24.73,54.3,0.0001
3,Boost,27,57.8125,34.592500,23.22,53.5,0.0001
3,Boost,31,51.5625,21.612500,29.95,54.3,0.0001
3,Boost,34,46.875,19.965000,26.91,54.3,0.0001
3,Boost,40,37.5,6.730000,30.77,51.6,0.0001
3,Boost,26,59.375,33.835000,25.54,54.3,0.0001
3,Boost,34,46.875,10.075000,36.8,54.3,0.0001
3,Boost,29,54.6875,31.367500,23.32,53.1,0.0001
3,Boost,29,54.6875,31.817500,22.87,54.3,0.0001
3,Boost,26,59.375,32.105000,27.27,54.3,0.0001
3,Boost,28,56.25,34.430000,21.82,54.3,0.0001
3,Boost,23,64.0625,33.462500,30.6,54.3,0.0001
3,Boost,25,60.9375,33.947500,26.99,54.3,0.0001
3,Boost,25,60.9375,34.977500,25.96,54.3,0.0001
3,Boost,30,53.125,27.315000,25.81,54.3,0.0001
3,Boost,32,50.0,22.780000,27.22,54.3,0.0001
3,Boost,35,45.3125,20.632500,24.68,54.3,0.0001
3,Boost,26,59.375,31.375000,28,54.7,0.0001
3,Boost,33,48.4375,23.167500,25.27,54.3,0.0001
3,Boost,32,50.0,23.580000,26.42,54.3,0.0001
3,Boost,32,50.0,23.580000,26.42,54.3,0.0001
3,Boost,32,50.0,24.750000,25.25,54.7,0.0001
3,Boost,29,54.6875,25.307500,29.38,54.3,0.0001
3,Boost,30,53.125,22.555000,30.57,54.3,0.0001
3,Boost,25,60.9375,36.377500,24.56,54.3,0.0001
3,Boost,34,46.875,16.815000,30.06,54.3,0.0001
3,Boost,34,46.875,16.815000,30.06,54.3,0.0001
3,Boost,23,64.0625,39.062500,25,54.7,0.0001
3,Boost,29,54.6875,25.737500,28.95,54.3,0.0001
3,Boost,37,42.1875,15.327500,26.86,54.3,0.0001
3,Boost,24,62.5,33.500000,29,54.3,0.0001
3,Boost,32,50.0,29.160000,20.84,54.3,0.0001
3,Boost,26,59.375,31.595000,27.78,54.3,0.0001
3,Boost,31,51.5625,22.032500,29.53,53.9,0.0001
3,Boost,31,51.5625,18.822500,32.74,54.3,0.0001
3,Boost,35,45.3125,19.952500,25.36,54.3,0.0001
3,Boost,26,59.375,26.045000,33.33,53.9,0.0001
3,Boost,26,59.375,36.835000,22.54,54.3,0.0001
3,Boost,32,50.0,18.490000,31.51,54.3,0.0001
3,Boost,30,53.125,21.715000,31.41,54.3,0.0001
3,Boost,30,53.125,21.715000,31.41,54.3,0.0001
3,Boost,30,53.125,21.715000,31.41,54.3,0.0001
3,Boost,30,53.125,21.715000,31.41,54.3,0.0001
3,Boost,38,40.625,5.745000,34.88,54.3,0.0001
3,Boost,24,62.5,36.730000,25.77,54.3,0.0001
3,Boost,32,50.0,23.800000,26.2,54.3,0.0001
3,Boost,32,50.0,23.800000,26.2,54.3,0.0001
3,Boost,22,65.625,44.345000,21.28,54.3,0.0001
3,Boost,31,51.5625,25.122500,26.44,53.1,0.0001
3,Boost,30,53.125,32.015000,21.11,54.3,0.0001
3,Boost,25,60.9375,35.397500,25.54,54.7,0.0001
3,Boost,25,60.9375,35.397500,25.54,54.7,0.0001
3,Boost,30,53.125,28.545000,24.58,54.3,0.0001
3,Boost,27,57.8125,30.172500,27.64,53.9,0.0001
3,Boost,28,56.25,35.160000,21.09,54.3,0.0001
3,Boost,26,59.375,33.955000,25.42,54.3,0.0001
3,Boost,26,59.375,33.955000,25.42,54.3,0.0001
3,Boost,26,59.375,33.955000,25.42,54.3,0.0001
3,Boost,26,59.375,33.955000,25.42,54.3,0.0001
3,Boost,25,60.9375,27.337500,33.6,54.3,0.0001
3,Boost,21,67.1875,34.327500,32.86,54.3,0.0001
3,Boost,33,48.4375,21.437500,27,53.1,0.0001
3,Boost,23,64.0625,37.592500,26.47,53.9,0.0001
3,Boost,24,62.5,36.160000,26.34,54.3,0.0001
3,Boost,20,68.75,43.070000,25.68,53.9,0.0001
3,Boost,31,51.5625,23.422500,28.14,54.3,0.0001
3,Boost,35,45.3125,23.182500,22.13,54.3,0.0001
3,Boost,29,54.6875,29.257500,25.43,54.3,0.0001
3,Boost,34,46.875,18.175000,28.7,52.8,0.0001
3,Boost,34,46.875,19.095000,27.78,54.3,0.0001
3,Boost,34,46.875,19.095000,27.78,54.3,0.0001
3,Boost,27,57.8125,33.472500,24.34,54.3,0.0001
3,Boost,31,51.5625,29.232500,22.33,53.9,0.0001
3,Boost,29,54.6875,22.837500,31.85,54.3,0.0001
3,Boost,30,53.125,25.085000,28.04,54.3,0.0001
3,Boost,28,56.25,30.230000,26.02,54.3,0.0001
3,Boost,33,48.4375,19.967500,28.47,54.3,0.0001
3,Boost,25,60.9375,38.687500,22.25,54.3,0.0001
3,Boost,35,45.3125,18.242500,27.07,54.3,0.0001
3,Boost,33,48.4375,16.577500,31.86,53.9,0.0001
3,Boost,33,48.4375,23.437500,25,54.3,0.0001
3,Boost,30,53.125,30.135000,22.99,54.3,0.0001
3,Boost,29,54.6875,30.347500,24.34,53.5,0.0001
3,Boost,29,54.6875,31.607500,23.08,54.3,0.0001
3,Boost,30,53.125,25.935000,27.19,54.3,0.0001
3,Boost,27,57.8125,29.052500,28.76,54.3,0.0001
3,Boost,24,62.5,35.660000,26.84,54.3,0.0001
3,Boost,32,50.0,24.440000,25.56,54.3,0.0001
3,Boost,27,57.8125,28.432500,29.38,54.7,0.0001
3,Boost,29,54.6875,30.277500,24.41,54.3,0.0001
3,Boost,30,53.125,26.495000,26.63,54.3,0.0001
3,Boost,33,48.4375,26.317500,22.12,54.3,0.0001
3,Boost,30,53.125,24.445000,28.68,54.3,0.0001
3,Boost,29,54.6875,32.947500,21.74,54.3,0.0001
3,Boost,26,59.375,35.605000,23.77,54.3,0.0001
3,Boost,26,59.375,33.315000,26.06,54.3,0.0001
3,Boost,28,56.25,28.030000,28.22,53.9,0.0001
3,Boost,29,54.6875,28.597500,26.09,54.3,0.0001
3,Boost,25,60.9375,29.727500,31.21,54.3,0.0001
3,Boost,25,60.9375,27.277500,33.66,53.9,0.0001
3,Boost,26,59.375,26.725000,32.65,51.6,0.0001
3,Boost,29,54.6875,23.187500,31.5,53.9,0.0001
3,Boost,29,54.6875,33.197500,21.49,54.3,0.0001
3,Boost,28,56.25,31.480000,24.77,54.3,0.0001
3,Boost,32,50.0,25.990000,24.01,54.3,0.0001
3,Boost,28,56.25,28.540000,27.71,54.3,0.0001
3,Boost,28,56.25,23.790000,32.46,54.3,0.0001
3,Boost,29,54.6875,33.557500,21.13,54.3,0.0001
3,Boost,30,53.125,21.755000,31.37,53.9,0.0001
3,Boost,29,54.6875,22.277500,32.41,54.3,0.0001
3,Boost,28,56.25,34.180000,22.07,54.3,0.0001
3,Boost,30,53.125,29.385000,23.74,54.3,0.0001
3,Boost,31,51.5625,26.802500,24.76,54.3,0.0001
3,Boost,27,57.8125,31.142500,26.67,53.9,0.0001
3,Boost,22,65.625,33.445000,32.18,54.3,0.0001
3,Boost,30,53.125,21.015000,32.11,54.3,0.0001
3,Boost,32,50.0,26.500000,23.5,54.3,0.0001
3,Boost,33,48.4375,26.687500,21.75,54.3,0.0001
3,Boost,34,46.875,18.485000,28.39,54.3,0.0001
3,Boost,19,70.3125,44.502500,25.81,54.3,0.0001
3,Boost,25,60.9375,33.487500,27.45,54.3,0.0001
3,Boost,36,43.75,19.150000,24.6,54.3,0.0001
3,Boost,28,56.25,31.720000,24.53,54.3,0.0001
3,Boost,31,51.5625,20.412500,31.15,53.5,0.0001
3,Boost,29,54.6875,32.067500,22.62,54.3,0.0001
3,Boost,27,57.8125,30.652500,27.16,54.3,0.0001
3,Boost,30,53.125,24.385000,28.74,53.1,0.0001
3,Boost,30,53.125,26.365000,26.76,53.5,0.0001
3,Boost,32,50.0,27.750000,22.25,54.3,0.0001
3,Boost,29,54.6875,32.177500,22.51,54.3,0.0001
3,Boost,25,60.9375,40.037500,20.9,54.3,0.0001
3,Boost,29,54.6875,28.837500,25.85,53.9,0.0001
3,Boost,21,67.1875,43.967500,23.22,54.3,0.0001
3,Boost,23,64.0625,37.512500,26.55,54.3,0.0002
3,Boost,30,53.125,26.145000,26.98,54.3,0.0002
3,Boost,35,45.3125,23.062500,22.25,54.3,0.0002
3,Boost,35,45.3125,23.062500,22.25,54.3,0.0002
3,Boost,35,45.3125,23.062500,22.25,54.3,0.0002
3,Boost,26,59.375,30.895000,28.48,54.3,0.0002
3,Boost,26,59.375,30.895000,28.48,54.3,0.0002
3,Boost,28,56.25,32.420000,23.83,54.3,0.0002
3,Boost,28,56.25,30.850000,25.4,52,0.0002
3,Boost,28,56.25,31.250000,25,52,0.0002
3,Boost,32,50.0,20.560000,29.44,54.3,0.0002
3,Boost,28,56.25,34.170000,22.08,54.3,0.0002
3,Boost,28,56.25,34.170000,22.08,54.3,0.0002
3,Boost,27,57.8125,32.162500,25.65,54.3,0.0002
3,Boost,28,56.25,33.920000,22.33,54.3,0.0002
3,Boost,32,50.0,11.700000,38.3,54.3,0.0002
3,Boost,26,59.375,34.755000,24.62,53.9,0.0002
3,Boost,26,59.375,35.235000,24.14,53.9,0.0002
3,Boost,33,48.4375,23.827500,24.61,53.9,0.0002
3,Boost,32,50.0,27.490000,22.51,53.9,0.0002
3,Boost,28,56.25,33.930000,22.32,54.3,0.0002
3,Boost,26,59.375,31.485000,27.89,54.3,0.0002
3,Boost,29,54.6875,25.887500,28.8,53.5,0.0002
3,Boost,29,54.6875,32.347500,22.34,54.3,0.0002
3,Boost,29,54.6875,29.597500,25.09,53.5,0.0002
3,Boost,20,68.75,42.080000,26.67,53.9,0.0002
3,Boost,29,54.6875,26.347500,28.34,54.3,0.0002
3,Boost,23,64.0625,36.582500,27.48,54.3,0.0002
3,Boost,23,64.0625,36.582500,27.48,54.3,0.0002
3,Boost,25,60.9375,35.867500,25.07,53.9,0.0002
3,Boost,29,54.6875,19.287500,35.4,54.3,0.0002
3,Boost,31,51.5625,27.782500,23.78,54.3,0.0002
3,Boost,29,54.6875,31.647500,23.04,54.3,0.0002
3,Boost,29,54.6875,25.787500,28.9,54.3,0.0002
3,Boost,29,54.6875,31.037500,23.65,54.3,0.0002
3,Boost,29,54.6875,31.037500,23.65,54.3,0.0002
3,Boost,30,53.125,26.425000,26.7,53.9,0.0002
3,Boost,30,53.125,26.425000,26.7,53.9,0.0002
3,Boost,30,53.125,16.765000,36.36,54.3,0.0002
3,Boost,29,54.6875,22.577500,32.11,51.6,0.0002
3,Boost,26,59.375,36.825000,22.55,54.3,0.0002
3,Boost,25,60.9375,33.157500,27.78,54.7,0.0002
3,Boost,29,54.6875,33.077500,21.61,53.9,0.0002
3,Boost,26,59.375,29.595000,29.78,54.3,0.0002
3,Boost,27,57.8125,30.502500,27.31,54.3,0.0002
3,Boost,32,50.0,27.390000,22.61,54.3,0.0002
3,Boost,30,53.125,28.855000,24.27,53.9,0.0002
3,Boost,29,54.6875,22.547500,32.14,53.1,0.0002
3,Boost,30,53.125,26.235000,26.89,53.9,0.0002
3,Boost,30,53.125,26.235000,26.89,53.9,0.0002
3,Boost,25,60.9375,33.157500,27.78,54.3,0.0002
3,Boost,29,54.6875,33.787500,20.9,53.9,0.0002
3,Boost,30,53.125,24.845000,28.28,53.9,0.0002
3,Boost,30,53.125,29.055000,24.07,54.3,0.0002
3,Boost,29,54.6875,26.367500,28.32,54.3,0.0002
3,Boost,30,53.125,25.495000,27.63,54.3,0.0002
3,Boost,28,56.25,28.030000,28.22,54.3,0.0002
3,Boost,22,65.625,39.205000,26.42,54.3,0.0002
3,Boost,26,59.375,32.155000,27.22,54.3,0.0002
3,Boost,30,53.125,24.285000,28.84,54.3,0.0002
3,Boost,28,56.25,32.050000,24.2,53.5,0.0002
3,Boost,24,62.5,38.000000,24.5,54.3,0.0002
3,Boost,24,62.5,38.000000,24.5,54.3,0.0002
3,Boost,21,67.1875,38.287500,28.9,53.9,0.0002
3,Boost,32,50.0,23.660000,26.34,53.9,0.0002
3,Boost,27,57.8125,33.492500,24.32,53.9,0.0002
3,Boost,31,51.5625,26.082500,25.48,54.3,0.0002
3,Boost,35,45.3125,20.002500,25.31,54.3,0.0002
3,Boost,27,57.8125,35.072500,22.74,54.3,0.0002
3,Boost,28,56.25,33.000000,23.25,54.3,0.0002
3,Boost,30,53.125,22.415000,30.71,53.9,0.0002
3,Boost,35,45.3125,13.282500,32.03,54.3,0.0002
3,Boost,35,45.3125,13.282500,32.03,54.3,0.0002
3,Boost,21,67.1875,44.197500,22.99,54.3,0.0002
3,Boost,30,53.125,29.735000,23.39,54.3,0.0002
3,Boost,30,53.125,24.465000,28.66,54.3,0.0002
3,Boost,28,56.25,31.150000,25.1,54.3,0.0002
3,Boost,33,48.4375,22.197500,26.24,53.9,0.0002
3,Boost,31,51.5625,22.212500,29.35,54.3,0.0002
3,Boost,23,64.0625,36.282500,27.78,51.2,0.0002
3,Boost,23,64.0625,36.282500,27.78,51.2,0.0002
3,Boost,25,60.9375,38.947500,21.99,53.9,0.0002
3,Boost,28,56.25,29.090000,27.16,54.3,0.0002
3,Boost,29,54.6875,33.607500,21.08,54.3,0.0002
3,Boost,28,56.25,20.590000,35.66,53.9,0.0002
3,Boost,27,57.8125,31.472500,26.34,54.3,0.0002
3,Boost,31,51.5625,20.852500,30.71,54.3,0.0002
3,Boost,30,53.125,31.275000,21.85,54.7,0.0002
3,Boost,25,60.9375,32.797500,28.14,54.3,0.0002
3,Boost,29,54.6875,28.617500,26.07,53.9,0.0002
3,Boost,28,56.25,25.560000,30.69,52,0.0002
3,Boost,28,56.25,26.520000,29.73,53.9,0.0002
3,Boost,28,56.25,26.390000,29.86,54.3,0.0002
3,Boost,33,48.4375,26.927500,21.51,53.9,0.0002
3,Boost,35,45.3125,17.332500,27.98,53.9,0.0002
3,Boost,26,59.375,32.615000,26.76,54.7,0.0002
3,Boost,27,57.8125,26.062500,31.75,54.3,0.0002
3,Boost,33,48.4375,18.867500,29.57,51.2,0.0002
3,Boost,28,56.25,27.770000,28.48,54.3,0.0002
3,Boost,24,62.5,36.410000,26.09,53.9,0.0002
3,Boost,26,59.375,33.385000,25.99,54.7,0.0002
3,Boost,27,57.8125,34.842500,22.97,54.3,0.0002
3,Boost,27,57.8125,34.842500,22.97,54.3,0.0002
3,Boost,29,54.6875,28.987500,25.7,53.9,0.0002
3,Boost,29,54.6875,28.987500,25.7,53.9,0.0002
3,Boost,26,59.375,33.865000,25.51,54.3,0.0002
3,Boost,28,56.25,25.820000,30.43,53.9,0.0002
3,Boost,26,59.375,33.985000,25.39,54.3,0.0002
3,Boost,33,48.4375,27.567500,20.87,53.9,0.0002
3,Boost,24,62.5,36.120000,26.38,54.7,0.0002
3,Boost,27,57.8125,34.162500,23.65,53.9,0.0002
3,Boost,32,50.0,23.500000,26.5,54.3,0.0002
3,Boost,30,53.125,27.565000,25.56,54.3,0.0002
3,Boost,30,53.125,27.565000,25.56,54.3,0.0002
3,Boost,25,60.9375,27.337500,33.6,53.9,0.0002
3,Boost,25,60.9375,30.107500,30.83,52.4,0.0002
3,Boost,27,57.8125,30.362500,27.45,54.3,0.0002
3,Boost,22,65.625,42.415000,23.21,54.3,0.0002
3,Boost,22,65.625,42.415000,23.21,54.3,0.0002
3,Boost,22,65.625,42.415000,23.21,54.3,0.0002
3,Boost,32,50.0,27.870000,22.13,53.9,0.0002
3,Boost,22,65.625,42.205000,23.42,53.9,0.0002
3,Boost,25,60.9375,37.737500,23.2,53.9,0.0002
3,Boost,25,60.9375,34.847500,26.09,53.9,0.0002
3,Boost,24,62.5,37.010000,25.49,53.9,0.0002
3,Boost,31,51.5625,16.352500,35.21,50.8,0.0002
3,Boost,28,56.25,34.030000,22.22,53.9,0.0002
3,Boost,29,54.6875,24.457500,30.23,54.3,0.0002
3,Boost,32,50.0,26.650000,23.35,53.9,0.0002
3,Boost,28,56.25,30.160000,26.09,53.9,0.0002
3,Boost,30,53.125,27.305000,25.82,53.9,0.0002
3,Boost,29,54.6875,27.937500,26.75,53.9,0.0002
3,Boost,29,54.6875,26.117500,28.57,52.8,0.0002
3,Boost,32,50.0,22.860000,27.14,53.9,0.0002
3,Boost,24,62.5,34.810000,27.69,53.9,0.0002
3,Boost,26,59.375,24.325000,35.05,53.9,0.0002
3,Boost,19,70.3125,40.722500,29.59,54.3,0.0002
3,Boost,24,62.5,38.680000,23.82,53.9,0.0002
3,Boost,31,51.5625,27.562500,24,53.9,0.0002
3,Boost,20,68.75,43.170000,25.58,54.3,0.0002
3,Boost,28,56.25,32.340000,23.91,53.9,0.0002
3,Boost,30,53.125,24.355000,28.77,54.3,0.0002
3,Boost,28,56.25,29.960000,26.29,54.3,0.0002
3,Boost,34,46.875,18.445000,28.43,53.9,0.0002
3,Boost,28,56.25,33.510000,22.74,53.9,0.0002
3,Boost,35,45.3125,18.042500,27.27,54.3,0.0002
3,Boost,29,54.6875,24.437500,30.25,53.9,0.0002
3,Boost,28,56.25,32.500000,23.75,53.9,0.0002
3,Boost,30,53.125,33.125000,20,54.7,0.0002
3,Boost,37,42.1875,8.517500,33.67,53.9,0.0002
3,Boost,33,48.4375,25.437500,23,53.9,0.0002
3,Boost,31,51.5625,26.152500,25.41,53.9,0.0002
3,Boost,25,60.9375,25.397500,35.54,54.3,0.0002
3,Boost,25,60.9375,25.397500,35.54,54.3,0.0002
3,Boost,31,51.5625,26.662500,24.9,54.3,0.0002
3,Boost,24,62.5,36.100000,26.4,54.3,0.0002
3,Boost,32,50.0,22.330000,27.67,53.9,0.0002
3,Boost,22,65.625,34.855000,30.77,54.3,0.0002
3,Boost,30,53.125,29.855000,23.27,53.9,0.0002
3,Boost,30,53.125,29.855000,23.27,53.9,0.0002
3,Boost,23,64.0625,36.492500,27.57,54.7,0.0002
3,Boost,31,51.5625,24.652500,26.91,53.9,0.0002
3,Boost,33,48.4375,24.167500,24.27,53.9,0.0002
3,Boost,26,59.375,33.085000,26.29,53.9,0.0002
3,Boost,26,59.375,33.085000,26.29,53.9,0.0002
3,Boost,25,60.9375,31.987500,28.95,53.9,0.0002
3,Boost,29,54.6875,25.437500,29.25,53.9,0.0002
3,Boost,25,60.9375,36.217500,24.72,54.3,0.0002
3,Boost,31,51.5625,24.852500,26.71,52.4,0.0002
3,Boost,24,62.5,35.360000,27.14,53.9,0.0002
3,Boost,27,57.8125,30.032500,27.78,53.1,0.0002
3,Boost,30,53.125,27.425000,25.7,53.9,0.0002
3,Boost,30,53.125,27.425000,25.7,53.9,0.0002
3,Boost,28,56.25,27.770000,28.48,53.9,0.0002
3,Boost,37,42.1875,21.557500,20.63,53.9,0.0002
3,Boost,29,54.6875,29.687500,25,53.9,0.0002
3,Boost,34,46.875,19.035000,27.84,53.9,0.0002
3,Boost,25,60.9375,34.897500,26.04,53.9,0.0002
3,Boost,28,56.25,27.790000,28.46,53.9,0.0002
3,Boost,28,56.25,29.700000,26.55,53.9,0.0002
3,Boost,26,59.375,32.155000,27.22,53.9,0.0002
3,Boost,26,59.375,32.155000,27.22,53.9,0.0002
3,Boost,24,62.5,40.020000,22.48,53.9,0.0002
3,Boost,26,59.375,27.235000,32.14,53.9,0.0002
3,Boost,28,56.25,25.820000,30.43,53.9,0.0002
3,Boost,23,64.0625,38.382500,25.68,53.5,0.0002
3,Boost,27,57.8125,31.012500,26.8,52,0.0002
3,Boost,28,56.25,32.420000,23.83,54.3,0.0002
3,Boost,30,53.125,26.275000,26.85,53.9,0.0002
3,Boost,33,48.4375,19.337500,29.1,52,0.0002
3,Boost,23,64.0625,36.512500,27.55,53.9,0.0002
3,Boost,25,60.9375,36.557500,24.38,53.9,0.0002
3,Boost,30,53.125,25.675000,27.45,53.9,0.0002
3,Boost,30,53.125,25.025000,28.1,53.9,0.0002
3,Boost,31,51.5625,25.312500,26.25,53.9,0.0002
3,Boost,31,51.5625,17.122500,34.44,53.9,0.0002
3,Boost,30,53.125,23.995000,29.13,53.9,0.0002
3,Boost,33,48.4375,21.997500,26.44,53.9,0.0002
3,Boost,35,45.3125,21.002500,24.31,53.9,0.0002
3,Boost,27,57.8125,26.902500,30.91,51.6,0.0002
3,Boost,33,48.4375,24.007500,24.43,52,0.0002
3,Boost,24,62.5,34.650000,27.85,53.9,0.0002
3,Boost,24,62.5,34.650000,27.85,53.9,0.0002
3,Boost,26,59.375,26.835000,32.54,53.9,0.0002
3,Boost,27,57.8125,31.932500,25.88,53.9,0.0002
3,Boost,28,56.25,28.190000,28.06,53.9,0.0002
3,Boost,36,43.75,14.970000,28.78,53.9,0.0002
3,Boost,28,56.25,33.960000,22.29,53.9,0.0002
3,Boost,28,56.25,29.410000,26.84,53.9,0.0002
3,Boost,31,51.5625,26.232500,25.33,53.9,0.0002
3,Boost,31,51.5625,25.552500,26.01,54.3,0.0002
3,Boost,25,60.9375,33.007500,27.93,53.9,0.0002
3,Boost,29,54.6875,30.787500,23.9,53.9,0.0002
3,Boost,33,48.4375,21.917500,26.52,53.9,0.0002
3,Boost,31,51.5625,29.672500,21.89,53.9,0.0002
3,Boost,29,54.6875,28.147500,26.54,53.5,0.0002
3,Boost,27,57.8125,30.502500,27.31,53.9,0.0002
